"Reservoir","Site","DateTime","CastID","Depth_m","GreenAlgae_ugL","Bluegreens_ugL","BrownAlgae_ugL","MixedAlgae_ugL","TotalConc_ugL","YellowSubstances_ugL","Temp_C","Transmission_perc","RFU_370nm","RFU_470nm","RFU_525nm","RFU_570nm","RFU_590nm","RFU_610nm","Flag_GreenAlgae_ugL","Flag_Bluegreens_ugL","Flag_BrownAlgae_ugL","Flag_MixedAlgae_ugL","Flag_YellowSubstances_ugL","Flag_TotalConc_ugL","Flag_Temp_C","Flag_Transmission_perc","Flag_RFU_525nm","Flag_RFU_570nm","Flag_RFU_610nm","Flag_RFU_370nm","Flag_RFU_590nm","Flag_RFU_470nm"
"FCR",30,2024-07-08 18:09:59,1183,1.89,0,2.6,0,0.38,2.97,1.17,23.79,85.65,20.06,10.14,6.02,2.69,14.48,12.15,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:02,1183,1.91,0,2.14,0,0.94,3.08,1.14,23.71,85.62,20.55,12.05,7.05,3.31,15.05,11.74,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:05,1183,1.93,0.32,2.2,0,0.98,3.5,1.14,23.64,85.88,21.4,13.26,7.66,3.53,15.15,12.7,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:08,1183,2,0.87,2.84,0.31,0.66,4.69,1.04,23.65,85.71,21.94,14.6,7.98,3.71,16.79,15.05,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:10,1183,2.06,2.32,3.45,0.41,2.06,8.23,0.89,23.12,85.3,27.39,24.19,13.17,6.57,24.8,21.82,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:13,1183,2.1,2.54,3.42,0.26,2.66,8.87,0.87,22.55,85.07,28.71,26.47,14.69,7.23,26.97,23.11,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:16,1183,2.13,2.34,2.78,0,3.2,8.32,0.87,22.41,85.61,28.41,26.71,14.86,6.94,27.12,21.05,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:19,1183,2.15,2.49,4.18,0.95,2.03,9.66,0.87,22.4,85.59,29.42,26.89,14.82,7.37,27.79,25.12,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:21,1183,2.18,2.59,3.7,0.43,2.49,9.22,0.87,22.5,85.49,29.18,26.83,14.81,7.24,27.53,23.93,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:24,1183,2.19,2.15,3.68,0.23,2.36,8.42,0.91,22.58,85.3,27.7,24.25,13.79,6.8,26.52,22.97,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:27,1183,2.21,2.15,3.63,0,2.25,8.04,0.94,22.65,85.4,27.25,23.12,12.94,6.65,25.81,22.3,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:29,1183,2.24,1.78,3.05,0,1.51,6.35,1.04,22.73,85.41,25.53,19.65,10.48,4.56,21.25,18.08,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:32,1183,2.27,1.19,2.89,0,0.91,4.99,1.18,22.51,85.16,24.48,16.33,8.26,4.24,18.14,15.59,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:35,1183,2.29,1.76,3.5,0.19,0.65,6.1,1.11,22.23,85.34,25.11,17.59,8.73,4.52,19.42,18.17,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:38,1183,2.33,1.56,3.13,0.25,0.69,5.63,1.15,22.13,85.28,25.16,17.54,8.74,3.97,18.45,16.7,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:40,1183,2.36,1.8,2.27,0,0.7,4.77,1.13,22.12,84.63,24.19,17.02,7.68,3.35,15.6,13.52,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:43,1183,2.38,1.59,2.39,0.27,0.42,4.67,1.19,22.12,84.83,24.64,16.81,7.58,3.21,15,13.49,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:46,1183,2.4,2.21,1.8,0,0.48,4.49,1.19,21.97,84.89,25.03,17.82,6.76,3.01,13.85,11.41,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:49,1183,2.42,2.18,2.21,0.27,0.15,4.8,1.18,21.95,84.67,24.94,17.5,6.91,3.03,13.74,12.79,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:51,1183,2.46,2.4,1.99,0,0.37,4.76,1.2,21.91,84.52,25.51,18.14,6.82,2.85,14.17,12.11,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:54,1183,2.5,2.4,1.66,0,0.28,4.34,1.3,21.65,84.72,26.49,18.46,6.44,2.58,12.95,10.63,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:10:57,1183,2.54,2.47,1.81,0,0.38,4.66,1.31,21.55,84.75,27.04,19.12,7.12,3.12,13.4,11.85,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:00,1183,2.57,2.87,1.58,0,0.28,4.73,1.25,21.29,84.5,26.83,19.63,6.67,2.66,12.81,10.9,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:02,1183,2.6,2.79,1.62,0,0.2,4.61,1.31,20.59,84.52,27.22,19.45,6.62,2.46,12.6,10.87,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:05,1183,2.65,2.77,1.74,0,0.33,4.85,1.31,20.3,84.28,27.58,19.91,7.03,2.73,13.5,11.54,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:08,1183,2.74,2.42,1.98,0.49,0.14,5.03,1.28,20.2,85,27.28,19.81,7.56,3.19,13.32,12.47,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:10,1183,2.71,2.75,1.51,0,0.19,4.45,1.26,20.34,84.73,26.34,18.91,6.35,2.33,12.19,10.32,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:14,1183,2.78,2.47,1.36,0,0.14,3.97,1.18,19.65,85.05,24.33,17.2,5.82,2.21,11.1,9.5,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:16,1183,2.83,2.47,1.09,0,0.25,3.81,1.15,19.59,84.87,23.92,17.31,5.81,2.22,10.6,8.72,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:19,1183,2.89,2.53,1.62,0.21,0.08,4.43,1.17,19.54,84.94,24.93,17.98,6.37,2.58,11.72,10.75,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:22,1183,2.92,2.62,1.29,0,0.2,4.11,1.13,19.6,85.14,24.09,17.55,5.97,2.48,10.9,9.66,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:24,1183,2.97,2.52,1.34,0,0.22,4.08,1.13,19.78,85.42,23.85,17.26,5.94,2.45,11.21,9.71,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:27,1183,3.04,2.61,1.14,0,0.2,3.95,1.13,19.21,85.01,23.91,17.48,5.86,2,10.68,8.94,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:30,1183,3.08,2.7,1.04,0,0.24,3.99,1.17,18.99,85.82,24.75,18.21,6.03,2.21,10.51,8.84,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:33,1183,3.17,2.67,1.16,0,0.24,4.07,1.17,18.19,85.86,24.69,18.1,6.03,2.3,10.95,9.17,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:35,1183,3.23,2.66,0.99,0,0.24,3.9,1.17,17.3,86.37,24.6,18.05,5.92,2.21,10.36,8.57,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:38,1183,3.26,2.83,1.08,0,0.17,4.08,1.13,17.14,86.54,24.34,18.08,5.86,2.13,10.41,8.94,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:41,1183,3.29,2.66,1.02,0,0.29,3.97,1.17,17.26,86.57,24.66,18.22,6,2.24,10.74,8.67,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:44,1183,3.33,2.81,1.25,0,0.12,4.17,1.16,17.29,86.7,24.61,18,5.88,2.2,10.74,9.45,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:47,1183,3.35,2.72,1.09,0,0.23,4.04,1.16,17.1,86.88,24.58,18.12,5.94,2.2,10.72,8.91,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:49,1183,3.37,2.67,1.05,0,0.23,3.94,1.16,17.18,86.97,24.45,17.94,5.93,2.16,10.46,8.77,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:52,1183,3.38,2.62,0.93,0,0.26,3.82,1.14,17.69,86.58,24.04,17.75,5.94,2.18,10.06,8.47,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:55,1183,3.41,2.61,1.05,0,0.25,3.92,1.15,17.29,86.73,24.24,17.79,5.9,2.33,10.48,8.78,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:11:57,1183,3.43,2.63,1.25,0.06,0.18,4.12,1.16,17.19,86.36,24.51,17.91,6.13,2.24,10.87,9.52,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:00,1183,3.46,2.97,1.26,0,0.1,4.33,1.09,16.93,86.36,24.1,18.05,5.79,2.2,10.81,9.55,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:02,1183,3.49,2.68,0.91,0,0.25,3.85,1.12,16.76,85.95,23.86,17.77,5.8,2.23,10.04,8.35,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:05,1183,3.51,2.86,0.95,0,0.16,3.98,1.13,16.97,86.39,24.22,18.09,5.76,2,10,8.46,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:08,1183,3.55,2.71,0.84,0,0.27,3.82,1.1,17.16,86.82,23.66,17.78,5.75,2.18,9.93,8.09,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:11,1183,3.57,2.48,0.93,0,0.27,3.68,1.1,17.35,86.92,23.22,17.07,5.74,2.09,10.05,8.24,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:14,1183,3.59,2.61,0.88,0,0.29,3.79,1.1,17.52,87.12,23.48,17.54,5.79,2.12,10.13,8.18,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:16,1183,3.62,2.77,1.03,0,0.21,4.01,1.11,17.43,86.68,23.93,17.85,5.83,2.08,10.38,8.73,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:19,1183,3.68,2.63,0.88,0,0.23,3.74,1.06,17.05,86.69,22.89,17.14,5.59,2.05,9.82,8.09,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:22,1183,3.68,2.11,0.57,0,0.15,2.83,0.78,16.11,86.89,17.34,13.07,4.24,1.66,7.86,6.26,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:25,1183,3.72,2.12,0.68,0,0.11,2.91,0.81,16.06,87.02,17.63,13.11,4.36,1.53,8.03,6.64,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:27,1183,3.77,2.06,0.53,0,0.27,2.86,0.83,15.6,87.14,18.13,13.7,4.6,1.73,8.24,6.29,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:30,1183,3.79,2.19,0.61,0,0.16,2.96,0.84,15.09,87.28,18.33,13.77,4.51,1.65,8.09,6.54,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:33,1183,3.8,2.16,0.81,0,0.14,3.12,0.91,15.04,85.9,19.42,14.18,4.57,1.98,8.84,7.14,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:36,1183,3.82,2.41,0.79,0,0.1,3.3,0.81,15.72,86.91,18.42,14.08,4.52,1.66,8.67,7.22,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:39,1183,3.84,2.22,0.65,0,0.23,3.1,0.8,16.18,87.03,18.16,13.91,4.42,1.92,8.75,6.61,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:41,1183,3.85,2.32,0.67,0,0.17,3.16,0.8,16.32,87.28,18.17,13.99,4.45,1.8,8.57,6.77,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:44,1183,3.88,2.39,0.69,0,0.17,3.24,0.79,16.29,87.14,18.19,14.11,4.48,1.79,8.64,6.89,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:47,1183,3.89,2.14,0.63,0,0.23,3,0.82,16.19,87.12,18.1,13.72,4.54,1.79,8.47,6.61,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:50,1183,3.91,2.24,0.67,0,0.13,3.05,0.83,15.95,87.12,18.37,13.81,4.44,1.69,8.3,6.71,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:52,1183,3.94,2.19,0.54,0,0.2,2.93,0.8,16.04,87.19,17.8,13.6,4.45,1.63,8.03,6.32,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:55,1183,3.94,2.34,0.71,0,0.12,3.17,0.8,16.08,87.05,18.17,13.88,4.42,1.8,8.35,6.93,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:12:57,1183,3.98,2.27,0.71,0,0.1,3.08,0.81,15.89,86.67,18.11,13.65,4.35,1.68,8.29,6.79,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:00,1183,4.01,2.43,0.94,0,0.13,3.5,0.8,15.3,86.17,18.62,14.28,4.74,1.98,9.19,7.94,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:03,1183,4.04,2.07,0.69,0,0.24,3.01,0.82,14.55,85.35,18.06,13.59,4.57,2.01,8.63,6.86,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:06,1183,4.08,1.82,0.56,0,0.35,2.73,0.79,14.87,84.43,17.29,12.97,4.68,1.82,8.38,6.39,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:09,1183,4.11,2.08,0.6,0,0.26,2.94,0.73,14.98,84.28,16.85,13.05,4.44,1.77,8.39,6.53,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:11,1183,4.14,2.07,0.71,0,0.23,3.01,0.79,14.98,84.92,17.69,13.35,4.56,1.75,8.68,6.85,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:14,1183,4.15,2.08,0.74,0,0.19,3.01,0.78,15.09,84.08,17.49,13.17,4.45,1.84,8.56,6.92,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:17,1183,4.19,1.96,0.72,0,0.19,2.87,0.73,15.58,83.38,16.43,12.38,4.35,1.62,8.32,6.77,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:19,1183,4.2,2.07,0.79,0,0.21,3.06,0.71,14.79,83.15,16.51,12.69,4.42,1.81,8.67,7.14,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:22,1183,4.26,2.15,0.77,0,0.18,3.1,0.69,14.24,83.31,16.38,12.72,4.35,1.8,8.52,7.11,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:25,1183,4.27,2.01,0.69,0,0.22,2.92,0.69,13.66,83.39,16.1,12.4,4.29,1.72,8.39,6.72,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:27,1183,4.34,1.5,1.03,0.11,0.01,2.65,0.54,13.27,76.61,12.8,9.37,3.62,1.56,8.27,7.16,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:30,1183,4.4,1.51,1.23,0.12,0,2.85,0.37,13.03,71.56,10.67,8.28,3.41,1.7,8.54,8.04,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:33,1183,4.43,1.43,1.2,0.03,0,2.66,0.29,12.74,69.74,9.14,7.08,3.01,1.51,8.1,7.93,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:36,1183,4.5,1.27,1.3,0.13,0,2.7,0.31,12.59,69.9,9.3,7.11,3.21,1.56,8.72,7.97,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:38,1183,4.55,1.13,1.2,0.08,0,2.41,0.3,12.9,68.78,8.73,6.4,2.96,1.56,8.04,7.6,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:41,1183,4.58,1.41,1.25,0,0,2.66,0.27,13.24,68.45,8.71,6.76,2.9,1.57,8.39,7.88,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:44,1183,4.63,1.12,1.16,0,0,2.28,0.28,12.51,68.3,8.21,5.9,2.72,1.41,7.77,7.4,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:47,1183,4.71,1.11,1.35,0,0,2.46,0.27,12.33,67.75,8.09,5.79,2.71,1.54,8.36,8.08,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:50,1183,4.73,1.03,1.21,0,0,2.24,0.27,12.35,67.55,7.85,5.52,2.57,1.43,7.88,7.48,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:52,1183,4.78,1.03,1.19,0,0,2.22,0.27,12.7,67.37,7.81,5.51,2.64,1.44,7.82,7.39,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:55,1183,4.82,0.92,1.19,0,0,2.11,0.29,12.38,67.58,7.8,5.26,2.55,1.44,7.7,7.33,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:13:58,1183,4.87,0.7,1.13,0,0,1.82,0.3,12.04,69.48,7.47,4.64,2.38,1.31,7.33,6.95,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:01,1183,4.9,0.8,1.12,0,0,1.93,0.3,11.97,69.09,7.69,4.98,2.4,1.36,7.48,6.97,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:04,1183,4.92,0.73,1.16,0,0,1.89,0.31,12.06,69.01,7.6,4.77,2.47,1.31,7.56,7.04,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:06,1183,5.01,0.8,1.11,0,0,1.92,0.29,12.16,69.09,7.55,4.91,2.42,1.44,7.4,6.94,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:09,1183,5.12,0.73,1.14,0,0,1.87,0.31,12.23,69.41,7.6,4.79,2.53,1.35,7.57,6.83,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:12,1183,5.2,0.78,1.16,0,0,1.94,0.3,12.21,69.25,7.58,4.88,2.51,1.38,7.65,7,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:14,1183,5.2,0.9,1.11,0,0,2.01,0.28,12.03,69.21,7.6,5.14,2.54,1.44,7.41,7.02,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:17,1183,5.27,0.82,1.17,0,0,1.99,0.31,11.99,69.08,7.8,5.06,2.51,1.45,7.62,7.15,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:20,1183,5.34,0.81,1.14,0,0,1.95,0.3,12.03,68.91,7.72,5,2.54,1.33,7.56,6.98,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:22,1183,5.38,0.87,1.17,0,0,2.03,0.29,12.01,68.91,7.72,5.12,2.54,1.41,7.58,7.23,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:26,1183,5.44,0.89,1.1,0.04,0,2.03,0.29,11.82,69.02,7.81,5.34,2.65,1.44,7.55,6.91,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:28,1183,5.5,0.89,1.23,0,0,2.12,0.3,11.84,69.03,7.88,5.23,2.63,1.41,7.71,7.59,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:31,1183,5.54,0.91,1.14,0,0,2.05,0.29,11.79,69.05,7.78,5.25,2.55,1.42,7.55,7.13,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",30,2024-07-08 18:14:34,1183,5.59,0.95,1.19,0,0,2.14,0.29,11.83,69.08,7.95,5.42,2.65,1.4,7.84,7.29,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:18:35,1184,0.24,3.01,15.4,0,0,18.41,0.74,27.54,33.22,30.93,18.96,14.7,9.99,56.37,61.78,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:18:38,1184,0.27,2.4,16.27,0.27,0,18.94,1.16,27.18,39.55,36.6,21.07,16.75,9.93,58.12,66.1,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:18:41,1184,0.32,1.9,16.25,0,0,18.15,1.09,28.19,37.08,34.07,18,14.08,11.37,57.63,64.99,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:18:43,1184,0.37,1.23,16.83,0,0,18.06,1.24,28.03,38.39,35.18,17,13.31,11.22,59.35,66.66,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:18:46,1184,0.41,2.9,16.06,0,0,18.96,0.91,28.13,39.64,33.61,19.91,15.03,11.47,57.01,65.53,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:18:49,1184,0.47,1.95,17.28,0,0,19.23,1.12,27.63,40.62,35.25,18.57,15.58,9.64,62.67,67.68,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:18:51,1184,0.53,2.02,17.58,0,0,19.61,1.09,27.38,41.71,35.44,18.76,15.13,10.75,63.69,68.82,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:18:54,1184,0.63,2.14,20.17,0,0,22.31,1.21,27.1,42.85,39.42,20.64,17.22,13.98,72.91,77.68,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:18:57,1184,0.74,3.51,28.83,0.49,0,32.83,1.62,26.72,60.04,56.61,32.09,27.38,18.66,102.76,111.82,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:00,1184,0.9,3.74,29.61,0.36,0,33.71,1.78,26.34,69.82,59.67,33.65,28.06,19.35,105.88,114.44,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:02,1184,0.95,2.96,29.7,1,0,33.65,1.88,26.08,68.56,60.95,34.42,29.19,20.06,106.65,114.29,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:05,1184,1,2.68,29.38,0.74,0,32.8,1.93,25.82,65.45,60.04,32.7,28.36,20.41,104.29,113.36,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:08,1184,1.07,2.55,29.84,1.1,0,33.48,1.81,25.45,66.59,59.32,32.98,29.09,20.35,106.75,114.57,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:11,1184,1.14,2.81,29.55,0.59,0,32.95,1.84,25.2,66.25,58.82,31.9,28.17,19.28,104.78,114.08,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:14,1184,1.17,1.61,26.28,1.9,0,29.79,1.87,25.05,68.16,57.01,32.62,28.02,17.9,94.87,101.79,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:16,1184,1.21,1.68,26.24,1.49,0,29.41,1.82,24.96,69.19,55.41,30.82,27.04,18.09,93.84,101.7,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:19,1184,1.25,1,23.79,1.75,0.21,26.75,1.87,24.83,70.97,53.56,30.2,26.09,16.2,88.59,90.83,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:22,1184,1.27,0.83,19.77,1.32,0,21.92,1.84,24.7,74.08,47.9,25.88,21.71,13.37,72.61,76.24,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:25,1184,1.28,0.87,15.74,0.3,0.09,17,1.87,24.64,74.35,42.69,21.45,16.98,10.72,59.22,60.25,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:28,1184,1.29,0.08,11.72,0.14,0,11.94,1.89,24.6,75.38,37.1,16.96,13.2,7.88,44.47,44.79,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:30,1184,1.3,0,12.3,0.35,0,12.65,1.94,24.58,76.15,38.69,17.98,14.28,8.38,45.2,48.32,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:33,1184,1.32,0.59,11.27,0,0,11.87,1.83,24.61,75.64,36.81,17.54,12.64,7.76,42.34,44.25,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:36,1184,1.36,0,9.8,0.26,0,10.07,1.87,24.48,76.09,35.44,16.13,12.69,7.81,37.05,38.55,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"FCR",40,2024-07-08 18:19:38,1184,1.48,0.08,10.85,0,0,10.92,1.9,24.3,77.22,36.22,16.2,12.11,7.01,40.38,42.55,3,3,3,3,3,3,0,3,3,3,3,3,3,3
